name,description,manufacturer,price,cluster_label,is_outlier
Sony Cyber-shot DSC-H10 Digital Camera - Black - DSCH10/B,8.1 Megapixel - 16:9 - 2x Digital Zoom - 3' Active Matrix TFT Color LCD,Sony,$213.72,-1,True
Sony Cyber-shot DSC-W120 Digital Camera - Silver - DSCW120,16:9 - 2x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Sony,$106.42,32,False
Panasonic KX-TG9361B Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$45.04,5,False
Panasonic KX-TG9372B Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$86.54,5,False
Panasonic KX-TG9344T Expandable Digital Cordless Phone,1 x Phone Line(s),Panasonic,$116.21,-1,True
Panasonic KX-TG9343T Cordless Phone,Panasonic KX-TG9343T DECT 6.0 Expandable Digital Cordless Answering System w/3 Handsets,Panasonic,$102.12,-1,True
Panasonic KX-TG9342T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,5,False
Panasonic KX-TG9341T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,5,False
Panasonic KX-TG9332S DECT 6.0 Expandable Digital Cordless Phone,1 x Phone Line(s) - Silver,Panasonic,,5,False
Panasonic KX-TG9333T Cordless Phone - KX-TG9333T,Panasonic DECT 6.0 1.9GHz Expandable Cordless Phone with Digital Answering System,Panasonic,,5,False
Panasonic KX-TG9332T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,5,False
Panasonic KX-TG9348T Expandable Digital Cordless Phone,1 x Phone Line(s) - Metallic Black,Panasonic,,5,False
Olympus EVOLT E-420 Digital SLR Camera With 14 - 42mm f/3.5-f/5.6 Zuiko Digital Zoom Lens - Black - 262081,"Olympus EVOLT E-420 10 Megapixel Digital SLR Camera with 14-42MM Outfit, Autofocus, Live View, Face Detection & Dust Reduction",Olympus,$403.72,-1,True
Apple Time Capsule Network Hard Drive - MB277LL/A,1TB - Type A USB,Apple,$439.00,-1,True
Samsung LN46A650 46' LCD TV,"Samsung LN46A650 - 46' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,599.98",-1,True
Samsung LN40A550 40' LCD TV,"Samsung LN40A550 - 40' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$910.99,-1,True
Panasonic Palmcorder SDR-H60 Digital Camcorder - SDR-H60S,"Panasonic SDR-H60 60GB Hard Disk Drive/SD Hybrid Camcorder with 50x Optical Zoom, Advanced Optical Image Stabilization, One-Touch DVD Copy, Anti-Shock Shield and One-Touch Navigation, Records to Internal Hard Drive or SD Card",Panasonic,,5,False
Samsung LN52A650 52' LCD TV,"Samsung LN52A650 - 52' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,895.00",-1,True
Samsung HT-Z510 Home Theater System,"DVD Player, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1200W RMS - Dolby Digital, Dolby Pro Logic II, DTS",Samsung,$321.55,-1,True
Samsung PN50A450 50' Plasma TV,"Samsung PN50A450 - 50' Widescreen 720p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,$995.00,-1,True
Canon PowerShot SD790 IS Digital Camera - 2554B001,"Canon PowerShot SD790 IS 10 Megapixel Digital Camera with 3x Optical Zoom, 3' LCD, & PictBridge",Canon,,5,False
Canon PowerShot SD890 IS Digital Camera - 2566B001,"Canon PowerShot SD890 IS 10 Megapixel, 5x Optical Zoom, 2.5' LCD, UA Lens Digital Camera",Canon,$198.00,-1,True
Canon EF-S 55-250mm f/4-5.6 IS Telephoto Zoom Lens - 2044B002,55mm to 250mm - f/4 to 5.6,Canon,$232.98,-1,True
Samsung LN46A550 46' LCD TV,"Samsung LN46A550 - 46' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,"$1,143.99",-1,True
Samsung PN58A550 58' Plasma TV,"Samsung PN58A550 - 58' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,"$2,294.90",-1,True
Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Silver - 2757B003,Canon EOS Rebel XSi 12 Megapixel Digital SLR Camera with 18-55mm IS Lens - Silver,Canon,$649.88,35,False
Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Black - 2756B003,Canon EOS Rebel XSi 12 Megapixel Digital SLR Camera with 18-55mm IS Lens - Black,Canon,$649.88,35,False
Samsung 4 Series LN37A450 37' LCD TV,"Samsung LN37A450 - 37' Widescreen 720p LCD HDTV - 10,000:1 Dynamic Contrast Ratio - 6ms Response Time - Piano Black",Samsung,$796.82,-1,True
Toshiba SD-P71S Portable DVD Player,Toshiba SD-P71S - 7' Portable DVD Player,Toshiba,$119.36,-1,True
Toshiba SD-P91S Portable DVD Player,Toshiba SD-P91S - 9' Portable DVD Player,Toshiba,$164.72,-1,True
Samsung LN40A650 40' LCD TV,"Samsung LN40A650 - 40' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,279.98",-1,True
Samsung 5 Series LN37A550 37' LCD TV,"Samsung LN37A550 - 37' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$944.00,-1,True
Samsung PN50A550 50' Plasma TV,"Samsung PN50A550 - 50' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,"$1,499.98",-1,True
Sony 8GB Memory Stick PRO Duo Card - MSMT8G,8 GB,Sony,$49.85,-1,True
Sony 1GB Memory Stick PRO Duo Card - MSMT1G,1 GB,Sony,$13.41,20,False
Sony 4GB Memory Stick PRO Duo Card - MSMT4G,4 GB,Sony,$26.92,-1,True
Sony 2GB Memory Stick PRO Duo Card - MSMT2G,2 GB,Sony,$15.99,5,False
Yamaha RX-V663 Home Theater Receiver - RXV663BL,"665W - Dolby TrueHD, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Digital Plus, DTS-HD, DTS-ES, DTS 96/24, DTS Neo:6, Neural SurroundXM",Yamaha,$499.00,-1,True
Samsung 4 Series LN32A450 32' LCD TV,Samsung LN32A450 - 32' Widescreen 720p LCD HDTV - 10000:1 Dynamic Contrast Ratio - 6ms Response Time - Piano Black,Samsung,$578.00,-1,True
Speck Products SeeThru Case for Apple MacBook Air - MBA-PNK-SEE,Plastic - Pink,Speck Products,,25,False
Speck Products SeeThru Case for Apple MacBook Air - MBA-CLR-SEE,Plastic - Clear,Speck Products,,25,False
Logitech V450 Nano Cordless Laser Mouse For Notebooks - 910-000619,Laser,Logitech,,6,False
TOMTOM ONE 130 Carry Bag - 9UEA.017.00,Black,Tom Tom,$14.74,-1,True
Samsung 4 Series LN26A450 26' LCD TV,Samsung LN26A450 - 26' Widescreen 720p LCD HDTV - 5000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$549.00,-1,True
Coby Electronics TF-TV1022 10.2' LCD TV - TFTV1022,"10.2' - Active Matrix TFT - ATSC, NTSC - 16:9 - 800 x 480 - HDTV",Coby,$119.99,-1,True
Logitech V470 Cordless Laser Mouse for Notebooks - 910-000692,Laser,Logitech,,6,False
Yamaha RX-V863 Home Theater Receiver - RXV863BL,"735W - Dolby TrueHD, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Digital Plus, DTS-HD, DTS-ES, DTS 96/24, DTS Neo:6, Neural SurroundXM",Yamaha,$649.99,-1,True
Samsung 4 Series LN22A451 22' LCD TV,"Samsung LN22A451 - 22' Widescreen LCD HDTV - 3,000:1 Dynamic Contrast Ratio - 8ms Response Time - White",Samsung,$399.00,-1,True
Sharp LC26DV24U 26' TV/DVD Combo,Sharp LC-26DV24U - 26' Widescreen TV/DVD Combo HDTV - 800:1 Contrast Ratio - 8ms Response Time - Piano Black,Sharp,$508.72,-1,True
Sanus VisionMount LT25-B1 Tilting Wall Mount,175 lb - Black,Sanus,,8,False
Samsung 6 Series HL56A650 56' Projection TV,Samsung HL56A650 - 56' Widescreen 1080p DLP HDTV w/ Built in NTSC/ATSC Tuner - Piano Black,Samsung,"$1,079.96",-1,True
Samsung 6 Series HL61A650 61' Projection TV,Samsung HL61A650 - 61' Widescreen 1080p DLP HDTV w/ Built in NTSC/ATSC Tuner - Piano Black,Samsung,"$1,076.94",-1,True
Samsung HTZ410T Home Theater System - HTZ410T,Samsung HT-Z410T 5 Disc Home Theater Surround Sound System with HDMI and DivX Playback,Samsung,$279.00,-1,True
Samsung LN19A450 19' LCD TV,Samsung LN19A450 - 19' Widescreen 720p LCD HDTV - 3000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$348.00,-1,True
Samsung 6 Series LN19A650 19' LCD TV,"Samsung LN19A650 - 19' Widescreen LCD HDTV - 3,000:1 Dynamic Contrast Ratio - 8ms Response Time",Samsung,$369.00,-1,True
Samsung 4 Series LN22A450 22' LCD TV,Samsung LN22A450 - 22' Widescreen 720p LCD HDTV - 3000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$397.77,-1,True
Samsung LN22A650 22' LCD TV,"Samsung LN22A650 - 22' Widescreen LCD HDTV - 3,000:1 Contrast Ratio - 8ms Response Time",Samsung,$458.00,-1,True
Samsung LN32A550 32' LCD TV,"Samsung LN32A550 - 32' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$849.00,-1,True
Samsung HT-TZ515 Home Theater System - HTZ515/XAA,SAMSUNG 5 DVD HM THEATER WI-FI XM READY NIC,Samsung,,-1,True
Techcraft ABS60 TV Stand,Wood - Black,Techcraft,,-1,True
Sony DVP-FX820 Portable DVD Player - DVPFX820,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG Playback - 1 Disc(s) - Black",Sony,$158.72,-1,True
Sony PSLX300USB USB Record Turntable,Belt Drive,Sony,$119.72,-1,True
Yamaha RX-V363 Home Theater Receiver - RXV363BL,"500W - Dolby Digital, Dolby Pro Logic II, DTS",Yamaha,$199.00,-1,True
Apple Wireless Mighty Mouse - MB111LL/A,Laser - 4 x Button,Apple,$69.00,-1,True
Samsung 7 Series LN46A750 46' LCD TV - LN46A750R1FXZA,"Samsung LN46A750 - 46' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 6ms Response Time - 120Hz",Samsung,"$1,537.77",-1,True
Griffin TuneBuds Stereo Earset - 9410-TUNBMBLB,Ear-bud,Griffin,$19.53,-1,True
Panasonic SC-PT660 Home Theater System,"DVD Player, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1000W RMS - Dolby Digital, DTS, Dolby Pro Logic",Panasonic,,5,False
Panasonic SC-PT760 Home Theater System,Panasonic SC-PT760 Premium Sound DVD Home Theater System with Kelton Subwoofer,Panasonic,$319.97,-1,True
Griffin SmartTalk Headphone Adapter with Control and Mic for iPhone - 3016-SMRTLKB,30',Griffin,,18,False
Samsung 6 Series LN32A650 32' LCD TV,"Samsung LN32A650 - 32' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 4ms Response Time",Samsung,$916.13,-1,True
Sony STR-DG520 A/V Receiver - STRDG520,"Dolby Digital, Dolby Pro Logic II, Digital Cinema Sound, DTS",Sony,$164.51,-1,True
Sony STR-DG720 A/V Receiver - STRDG720,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTS",Sony,$224.79,36,False
Sony DVP-NS700H/B DVD Player,"DVD-RW, DVD+RW, DVD-R, DVD+R, CD-RW - DVD Video, CD-DA, MP3, JPEG, SVCD, Video CD Playback - 1 Disc(s) - Progressive Scan - Black",Sony,,5,False
Panasonic KX-TG6313S Cordless Phone,1 x Phone Line(s) - Silver,Panasonic,,5,False
Samsung DVD-1080P8 DVD Player,"DVD+RW, DVD-RW, CD-RW - DVD Video, JPEG, MP3, WMA, MPEG-4, DVD Audio, Video CD, CD-DA, DivX Playback - Progressive Scan",Samsung,$72.11,-1,True
Nikon Coolpix P80 Digital Camera - 26114,"Nikon COOLPIX P80 10 Megapixel Digital Camera with 18x Optical Wide-Angle Zoom, 2.7' High-Resolution LCD, Vibration Reduction Image Stabiliation & up to an ISO6400",Nikon,$271.72,-1,True
OmniMount Moda Collection Echo 50 TV Stand - ECHO 50,OmniMount Echo 50 Moda Collection TV Table Stand for up to 50' TVs - Espresso,"OMNIMOUNT SYSTEMS, INC",,7,False
Onkyo TXSR506 A/V Receiver,"Dolby Digital, Dolby Pro Logic IIx, Dolby Digital EX, DTS, DTS-ES, DTS 96/24, DTS Neo:6FM, AM",Onkyo,$227.72,-1,True
Sony Cyber-shot DSC-H50 Digital Camera - Black - DSCH50B,9.1 Megapixel - 16:9 - 2x Digital Zoom - 3' Active Matrix TFT Color LCD,Sony,$329.00,-1,True
Samsung SC-D382 Digital Camcorder,Samsung SC-D382 Mini DV Camcorder,Samsung,$128.96,-1,True
Samsung HTX810T Home Theater System - HTX810T,Samsung HT-X810 2.1 Soundbar Home Theater System,Samsung,$580.14,-1,True
Canon EOS Rebel XSi Digital SLR Camera - Silver - 2757B001,12.2 Megapixel - 3' Active Matrix TFT Color LCD,Canon,,5,False
ALPINE CDA-9887 Car Audio Player - CDA9887,"CD-R, CD-RW - CD-DA, MP3, WMA, AAC - 4 - 200W - FM, AM",Alpine,$295.00,37,False
Pioneer DEHP400UB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",Pioneer,$134.32,38,False
Pioneer DEH-P3000IB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",Pioneer,$92.72,38,False
Yamaha YHT-390BL Home Theater System - YHT-390bl,", 5.1 Speakers - Progressive Scan - 600W RMS - Black",Yamaha,$319.96,-1,True
Z-Line Designs ZL23-44MU Portland Flat Panel TV Stand with Integrated Mount,"Metal, Glass - Black, Chrome",Z-LINE DESIGNS,$254.37,-1,True
Pioneer PDP-5020FD 50' Plasma TV,Pioneer KURO PDP-5020FD - 50' 1080p Plasma HDTV,PIONEER ELECTRONICS USA,"$2,199.98",-1,True
Pioneer Direct Control Cable - CD-IU230V,"1 x Proprietary - 1 x Type A USB, 3 x RCA",Pioneer,$41.44,-1,True
Pioneer DEH-2000MP Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV - LCD - 4 - 200W - FM, AM",Pioneer,$84.00,-1,True
Pioneer PDP-6020FD 60' Plasma TV,Pioneer KURO PDP-6020FD - 60' 1080p Plasma HDTV,PIONEER ELECTRONICS USA,,-1,True
Sony DVP-NC800H/B DVD Player,"DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG, SVCD, Video CD Playback - 5 Disc(s) - Progressive Scan - Black",Sony,,5,False
ALPINE MRP-F300 Car Amplifier,4 Channel(s) - Class AB - 100dB SNR,Alpine,,37,False
Pioneer DEHP500UB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",Pioneer,$153.64,38,False
Panasonic SC-BT100 Home Theater System - SC-BT100P-K,"BD Player, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 1250W RMS - Dolby Digital, Dolby TrueHD, Dolby Digital Plus, DTS-HD, DTS",Panasonic,,5,False
Panasonic SC-PT960 Home Theater System,"Panasonic SC-PT960 5-Disc DVD Home Theater System with Kelton Subwoofer, 1080p Up-Conversion, Integrated Universal Dock for iPod, 2 Tower Speakers, Wireless Rear Speaker and VIERA Link",Panasonic,$349.99,-1,True
Sony BRAVIA DAV-HDX275 Home Theater System,", 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1000W RMS - Dolby Pro Logic II",Sony,,5,False
Sony BRAVIA DAV-HDX279WC Home Theater System,"DVD Player, 6.1 Speakers - 5 Disc(s) - Progressive Scan - Dolby Digital, DTS, Dolby Pro Logic II - Black",Sony,$318.01,-1,True
Sony DVP-FX820/L Portable DVD Player - DVPFX820/L,"8' LCD - DVD+R, DVD+RW, DVD-RW, DVD-R, CD-RW - JPEG, MP3, DVD Video Playback - 1 Disc(s) - Blue",Sony,$131.54,-1,True
Sony DVP-FX820/R Portable DVD Player - DVPFX820/R,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG Playback - 1 Disc(s) - Red",Sony,$159.94,-1,True
Sony DVP-NS700H/S DVD Player - DVPNS700HS,"DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG, SVCD, Video CD Playback - 1 Disc(s) - Progressive Scan - Silver",Sony,$111.68,-1,True
Sony Cyber-shot DSC-W150 Digital Camera - Gold - DSCW150N,8.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$129.99,39,False
Sony Cyber-shot DSC-W150 Digital Camera - Red - DSCW150R,8.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$139.94,39,False
Sony Cyber-shot DSC-W170 Digital Camera - Red - DSCW170R,10.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$169.00,5,False
Denon DHT-FS5 Surround Sound Speaker System,5.1-channel,Denon,,16,False
Logitech QuickCam Vision Pro Webcam - 960-000254,for Mac,Logitech,,6,False
Pure Digital Flip Mino Digital Camcorder - F360B,Flip Video Mino 60 min Black,Pure Digital Technol,,40,False
Pure Digital Flip Mino Digital Camcorder - F360W,Flip Video Mino 60 min White,Pure Digital Technol,,40,False
Boston Acoustics Horizon Duo-i AM/FM Stereo Radio - HDUOIMDNT,"5 x AM, 10 x FM",Boston Acoustics,$135.52,-1,True
Samsung YP-S2ZW 1GB Flash MP3 Player - YP-S2ZW/XAA,1GB Flash Memory - White,Samsung,$29.67,41,False
Samsung YP-S2ZW 1GB Flash MP3 Player - YP-S2ZG/XAA,1GB Flash Memory - Green,Samsung,$29.67,41,False
Canon SELPHY CP760 Dye Sublimation Printer - 2565B001,Canon SELPHY CP760 Compact Photo Printer,Canon,$90.10,-1,True
Speck Products SeeThru Case for Apple 13' MacBook - MB13-BLK-SEE-V2,Plastic - Black,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-CLR-SEE-V2,Plastic - Clear,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-PNK-SEE-V2,Plastic - Pink,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-CLR-SEE-V2,Plastic - Clear,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-RED-SEE-V2,Plastic - Red,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-BLU-SEE-V2,Plastic - Blue,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-PNK-SEE-V2,Plastic - Pink,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-GRN-SEE-V2,Plastic - Green,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-BLU-SEE-V2,Plastic - Blue,Speck Products,$34.74,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-ORG-SEE-V2,Plastic - Orange,Speck Products,,25,False
Speck Products SeeThru Case for Apple 13' MacBook - MB13-AQU-SEE-V2,Plastic - Aqua,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-GRN-SEE-V2,Plastic - Green,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-ORG-SEE-V2,Plastic - Orange,Speck Products,,25,False
Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-PUR-SEE-V2,Plastic - Purple,Speck Products,$31.97,-1,True
Bracketron Low-Pro Windshield Mount - SWM-400-BL,Black,Bracketron,,5,False
Sony HT-DDWG700 Home Theater System - HTDDWG700,"DVD Player, 5.1 Speakers - 900W RMS - DTS, Dolby Digital, Dolby Pro Logic II",Sony,$206.96,-1,True
Sony RDR-VX560 DVD/VCR Combo,"DVD-R, CD-R, VHS - DVD Video Playback - 1 Disc(s) - Black",Sony,$176.08,-1,True
Transcend 4GB microSDHC Card (Class 6) - TS4GUSDHC6,4 GB,TRANSCEND INFORMATION,$6.85,-1,True
Sony BRAVIA M Series KDL-26M4000 26' LCD TV - KDL26M4000,"26' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",Sony,$538.72,-1,True
Onkyo TXSR606 A/V Receiver,"Dolby Digital Plus, Dolby TrueHD, DTS-HD",Onkyo,$399.95,-1,True
Mitsubishi WD-65735 65' Projection TV - WD65735,65' - DLP - 16:9 - 1920 x 1080 - Dolby,Mitsubishi,"$1,401.26",-1,True
Sony BRAVIA S Series KDL-46S4100 46' LCD TV - KDL46S4100,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sony,"$1,188.65",42,False
Sony BRAVIA KDL-32L4000 32' LCD TV - KDL32L4000,"32' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",Sony,$597.72,43,False
Mitsubishi WD-65736 65' Projection TV - WD65736,65' - DLP - HDTV Ready,Mitsubishi,"$1,309.56",-1,True
Panasonic Viera TH-46PZ850U 46' Plasma TV - TH46PZ850U,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Panasonic,"$1,695.96",-1,True
Sony Cyber-shot DSC-W150 Digital Camera - Silver - DSCW150,8.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$129.99,39,False
Sony Cyber-shot DSC-W300 Digital Camera,13.6 Megapixel - 16:9 - 3x Optical Zoom - 2x Digital Zoom - 2.7' Color LCD,Sony,$289.00,-1,True
ALPINE CDA-9886 Car Audio Player - CDA9886,"CD-R, CD-RW - CD-DA, MP3, WMA, AAC - 4 - 200W - FM, AM",Alpine,,37,False
Griffin Elan Form for iPhone 3G - 8223-IP2EFRMB,Griffin Elan Form iPhone 3G - Blk,Griffin,,18,False
Griffin Protective Wave Case for Smart Phone - 8227-IP2WVB,Griffin Wave iPhone 3G - Black,Griffin,,18,False
Sony Z550N/B Notebook - VGNZ550N/B,"Sony VAIO Z550N/B Intel Centrino 2 Core 2 Duo P8600 2.40GHz Notebook 3GB DDR3 SDRAM, 250GB SATA HD, 13.1' LCD, DVDR DL/DVDRW/RAM, Modem, Gigabit NIC, 802.11a/b/g/n, Sprint Mobile, Bluetooth, Vista Business SP1/XP downgrade",Sony,,5,False
Sony Z570N/B Notebook - VGNZ570N/B,"Intel Centrino 2 Core 2 Duo P9500 2.53GHz - 13.1' - 3GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVD-RAM/R/RW) - Bluetooth, Gigabit Ethernet, Wi-Fi - Windows Vista Business - Black",Sony,,5,False
Sony Z591U/B Notebook - VGNZ591U/B,"Sony VAIO Z591U/B Laptop Intel Centrino 2 Core 2 Duo P9500 2.53GHz, 4GB DDR3, 320GB SATA HDD, 13.1' LCD, BR-ROM/DVDRW, 802.11a/b/g/n, Bluetooth, Windows Vista Ultimate",Sony,"$2,849.99",-1,True
Sony BRAVIA DAV-HDX576WF Home Theater System,"DVD Player, Amplifier, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1000W RMS - Dolby Pro Logic II",Sony,$478.72,-1,True
Sony HT-CT100 Home Theater System,", 3.1 Speakers - Progressive Scan - 250W RMS",Sony,$279.95,-1,True
Sony DVP-FX820/P Portable DVD Player - DVPFX820/P,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG Playback - 1 Disc(s) - Pink",Sony,$148.72,-1,True
ALPINE IVA-W205 Car Video Player,"6.5' Active Matrix TFT LCD - DVD-RW, DVD+RW, CD-RW - DVD Video, DVD Audio, Video CD, CD-DA, MP3, WMA, AAC, MPEG-1, MPEG-2 - 200W FM, AM",Alpine,$689.96,-1,True
Canon EOS Rebel XS Digital SLR Camera with EF-S 18-55mm 1:3.5-5.6 IS Lens - Black - 2762B003,"Canon EOS Rebel XS Digital SLR Camera with 10 Megapixel, 2.5' LCD, 3 Frames Per Sec & Live View Mode - Black",Canon,$461.96,-1,True
Panasonic Viera TH-50PZ850U 50' Plasma TV,"50' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Panasonic,"$2,096.99",30,False
Sony DVPFX820 Portable DVD Player - DVPFX820/W,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, MP3, JPEG Playback - 1 Disc(s) - Progressive Scan - White",Sony,$149.00,-1,True
Sony Cyber-shot DSC-W150 Digital Camera - Black - DSCW150/B,8.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$129.99,39,False
Denon DVD-3800BDCI Blu-ray Disc Player - DVD3800BDCI,"BD-R, DVD-RW, CD-RW, Secure Digital (SD) - DVD Video, CD-DA, MP3, WMA, JPEG, DivX 6, PCM Playback - Progressive Scan",Denon,,16,False
Sony BRAVIA KDL32XBR6 32' LCD TV,"32' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV",Sony,$998.72,-1,True
Mitsubishi WD-60735 60' Projection TV,60' - DLP - HDTV Ready,Mitsubishi,"$1,288.00",-1,True
Sony BRAVIA XBR Series KDL-37XBR6 37' LCD TV - KDL37XBR6,"37' - Active Matrix TFT - ATSC, NTSC, NTSC-M - 16:9 - 1920 x 1080 - Surround - HDTV - 1080i, 1080p",Sony,"$1,197.66",-1,True
Onkyo HTS5100 Home Theater System - HTS5100B,", A/V Receiver, 7.1 Speakers - 1200W RMS - Dolby Pro Logic IIx, Dolby Digital, Dolby Digital EX, DTS, DTS-ES, DTS Neo:6, DTS 96/24 - Black",Onkyo,$478.72,-1,True
Sony HT7200DH Home Theater System,"DVD Player, A/V Receiver, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 1000W RMS - Dolby Digital, Dolby Pro Logic, Dolby Pro Logic II, DTS",Sony,$376.96,-1,True
Sony STR-DG820 A/V Receiver - STRDG820,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTS",Sony,$318.72,36,False
Sony BRAVIA Z Series KDL-40Z4100 40' LCD TV - KDL40Z4100/B,"40' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 1080i, 1080p",Sony,"$1,327.47",-1,True
Sony BRAVIA Z Series KDL-46Z4100 46' LCD TV - KDL46Z4100/B,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby - HDTV - 1080i, 1080p",Sony,"$1,687.98",-1,True
Sony BRAVIA M Series KDL-32M4000 32' LCD TV - KDL32M4000,"32' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",Sony,$639.95,43,False
Sony BRAVIA W Series KDL-46W4100 46' LCD TV - KDL46W4100,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sony,"$1,399.99",42,False
Sony BRAVIA V Series KDL-52V4100 52' LCD TV - KDL52V4100,"52' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sony,"$1,599.00",-1,True
