name,addr,city,phone,type,cluster_label,is_outlier
patsy's pizza,19 old fulton st.,brooklyn,718-858-4300,pizza,-1,True
peter luger steak house,178 broadway,brooklyn,718-387-7400,steakhouses,-1,True
rose of india,308 e. sixth st.,new york city,212-533-5011,indian,6,False
sam's noodle shop,411 third ave.,new york city,212-213-2288,chinese,20,False
sarabeth's,1295 madison ave.,new york city,212-410-7335,american,52,False
sparks steak house,210 e. 46th st.,new york city,212-687-4855,steakhouses,21,False
stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq,-1,True
sushisay,38 e. 51st st.,new york city,212-755-1780,japanese,6,False
sylvia's,328 lenox ave.,new york city,212-996-0660,southern/soul,-1,True
szechuan hunan cottage,1588 york ave.,new york city,212-535-5223,chinese,20,False
szechuan kitchen,1460 first ave.,new york city,212-249-4615,chinese,20,False
teresa's,80 montague st.,queens,718-520-2910,polish,-1,True
thai house cafe,151 hudson st.,new york city,212-334-1085,thai,55,False
thailand restaurant,106 bayard st.,new york city,212-349-3132,thai,55,False
veselka,144 second ave.,new york city,212-228-9682,ukrainian,54,False
westside cottage,689 ninth ave.,new york city,212-245-0800,chinese,20,False
windows on the world,107th fl.,new york city,212-524-7000,eclectic,-1,True
wollensky's grill,205 e. 49th st.,new york city,212-753-0444,steakhouses,21,False
yama,122 e. 17th st.,new york city,212-475-0969,japanese,6,False
zarela,953 second ave.,new york city,212-644-6740,mexican,17,False
andre's french restaurant,401 s. 6th st.,las vegas,702-385-5016,french (classic),-1,True
buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,22,False
buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,seafood,22,False
emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,22,False
fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,702-252-7702,italian,22,False
hugo's cellar,202 e. fremont st.,las vegas,702-385-4011,continental,22,False
madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,asian,22,False
mayflower cuisinier,4750 w. sahara ave.,las vegas,702-870-8432,chinese,22,False
michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental,22,False
monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),22,False
moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,chinese,22,False
morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,22,False
nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,22,False
piero's restaurant,355 convention center dr.,las vegas,702-369-2305,italian,22,False
spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian,-1,True
steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,steakhouses,22,False
stefano's,129 fremont st.,las vegas,702-385-7111,italian,22,False
sterling brunch,3645 las vegas blvd. s.,las vegas,702-739-4651,eclectic,-1,True
tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,italian,22,False
103 west,103 w. paces ferry rd.,atlanta,404-233-5993,continental,23,False
alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,-1,True
baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,-1,True
barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,bbq,56,False
bistro  the,56 e. andrews dr. nw,atlanta,404-231-5733,french bistro,23,False
bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul,27,False
bradshaw's restaurant,2911 s. pharr court,atlanta,404-261-7015,southern/soul,27,False
brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,57,False
cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,-1,True
canoe,4199 paces ferry rd.,atlanta,770-432-2663,american (new),23,False
carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers,58,False
carey's corner,1215 powers ferry rd.,marietta,770-933-0909,hamburgers,58,False
chops,70 w. paces ferry rd.,atlanta,404-262-2675,steakhouses,24,False
chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese,-1,True
deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul,27,False
eats,600 ponce de leon ave.,atlanta,404-888-9149,italian,22,False
flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,eclectic,26,False
frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex,59,False
greenwood's,1087 green st.,roswell,770-992-5383,southern/soul,-1,True
harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq,56,False
havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,-1,True
house of chan,2469 cobb pkwy.,smyrna,770-955-9444,chinese,-1,True
indian delights,3675 satellite blvd.,duluth,100-813-8212,indian,-1,True
java jive,790 ponce de leon ave.,atlanta,404-876-6161,coffee shops,60,False
johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,23,False
kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses,-1,True
la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish,-1,True
lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias,-1,True
majestic,1031 ponce de leon ave.,atlanta,404-875-0276,diners,61,False
morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,24,False
my thai,1248 clairmont rd.,atlanta,404-636-4280,thai,-1,True
nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern,23,False
nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,-1,True
original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,23,False
palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,24,False
rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian,-1,True
ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),23,False
riviera,519 e. paces ferry rd.,atlanta,404-262-7112,mediterranean,25,False
silver skillet  the,200 14th st. nw,atlanta,404-874-1388,coffee shops,60,False
soto,3330 piedmont rd.,atlanta,404-233-2005,japanese,-1,True
thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias,23,False
tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,59,False
van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,american (new),-1,True
veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,57,False
white house restaurant,3172 peachtree rd. ne,atlanta,404-237-7601,diners,61,False
zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,-1,True
bill's place,2315 clement st.,san francisco,415-221-5262,hamburgers,62,False
cafe flore,2298 market st.,san francisco,415-621-8579,californian,28,False
caffe greco,423 columbus ave.,san francisco,415-397-6261,continental,-1,True
campo santo,240 columbus ave.,san francisco,415-433-9623,mexican,63,False
cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean,-1,True
doidge's,2217 union st.,san francisco,415-921-2149,american,28,False
dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,diners,-1,True
dusit thai,3221 mission st.,san francisco,415-826-4639,thai,28,False
ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese,28,False
emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese,64,False
eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,-1,True
hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,62,False
kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,28,False
la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,63,False
la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,28,False
la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,63,False
mario's bohemian cigar store cafe,2209 polk st.,san francisco,415-776-8226,italian,29,False
marnee thai,2225 irving st.,san francisco,415-665-9500,thai,28,False
mel's drive-in,3355 geary st.,san francisco,415-387-2244,hamburgers,62,False
mo's burgers,1322 grant st.,san francisco,415-788-3779,hamburgers,62,False
phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian,-1,True
roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,mexican,63,False
sally's cafe & bakery,300 de haro st.,san francisco,415-626-6006,american,28,False
san francisco bbq,1328 18th st.,san francisco,415-431-8956,thai,28,False
slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,64,False
swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood,28,False
thep phanom,400 waller st.,san francisco,415-431-2526,thai,28,False
ti couz,3108 16th st.,san francisco,415-252-7373,french,28,False
trio cafe,1870 fillmore st.,san francisco,415-563-2248,american,28,False
tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese,64,False
vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,pizza,-1,True
wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,63,False
