restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address,cluster_label,is_outlier
Coffee Corner,American,Electronic City,3.6,700,No,No,1796,598553011,77 Whitefield Bangalore,540,False
Spice Garden,Italian,JP Nagar,4.8,1500,No,No,4541,9014372370,89 Indiranagar Bangalore,-1,True
Mexican Fiesta,Continental,Brigade Road,3.2,1500,Yes,Yes,4493,6540148660,11 Whitefield Bangalore,-1,True
Seafood Shack,Indian,Marathahalli,4.2,1500,Yes,No,1338,7316588344,49 Electronic City Bangalore,-1,True
Bakery Sweet,Mediterranean,BTM Layout,4.7,300,Yes,Yes,4910,7054136154,27 BTM Layout Bangalore,-1,True
Pizza Express,Indian,Whitefield,4.8,1000,No,No,4189,78681997,81 MG Road Bangalore,-1,True
Coffee Corner,Thai,HSR Layout,3.0,1500,Yes,Yes,4220,5665328400,86 HSR Layout Bangalore,-1,True
Vegan Heaven,Japanese,Marathahalli,3.7,2000,Yes,No,4198,7441750852,56 Indiranagar Bangalore,-1,True
Italian Bistro,American,MG Road,3.5,500,No,Yes,4004,5387127197,29 BTM Layout Bangalore,-1,True
Noodle Bar,American,BTM Layout,4.1,500,No,Yes,87,7447670661,76 Indiranagar Bangalore,-1,True
Italian Bistro,Mediterranean,BTM Layout,4.3,700,No,Yes,815,8575621334,39 HSR Layout Bangalore,-1,True
Steak House,Continental,Whitefield,5.0,300,Yes,Yes,3927,6257781306,61 Indiranagar Bangalore,-1,True
Seafood Shack,Continental,Koramangala,4.0,500,Yes,No,2514,5242967788,44 Whitefield Bangalore,541,False
Noodle Bar,Mexican,Marathahalli,4.1,500,Yes,Yes,4856,3948428775,74 Koramangala Bangalore,62,False
Taco Bell,Fast Food,Koramangala,3.8,700,No,No,4893,1521576377,32 MG Road Bangalore,-1,True
Italian Bistro,Indian,Indiranagar,3.3,700,No,No,2941,6132626736,12 Marathahalli Bangalore,-1,True
Bakery Sweet,French,Marathahalli,3.6,1000,Yes,Yes,165,8618495196,66 BTM Layout Bangalore,-1,True
Coffee Corner,Mediterranean,Brigade Road,3.5,1000,Yes,Yes,328,8184041728,48 JP Nagar Bangalore,-1,True
Ice Cream Parlor,Chinese,MG Road,4.6,1000,Yes,No,503,4290362845,66 Electronic City Bangalore,542,False
Coffee Corner,Mexican,Marathahalli,4.1,500,No,No,3263,6941282177,19 HSR Layout Bangalore,543,False
Seafood Shack,Korean,Marathahalli,3.6,700,No,Yes,4753,6112904238,54 Electronic City Bangalore,-1,True
Italian Bistro,Indian,Indiranagar,4.0,2000,Yes,Yes,4514,6626898908,36 Koramangala Bangalore,-1,True
Mexican Fiesta,Mexican,Whitefield,3.4,300,No,Yes,4515,2513250300,70 Koramangala Bangalore,186,False
Curry House,Mediterranean,Whitefield,3.4,1000,No,Yes,350,3467229351,15 Electronic City Bangalore,-1,True
Fried Chicken Co,French,Brigade Road,4.7,2000,No,No,766,5514682621,6 JP Nagar Bangalore,-1,True
Taco Bell,Chinese,Whitefield,4.9,1500,Yes,Yes,1425,3747502731,43 BTM Layout Bangalore,-1,True
Burger Palace,Japanese,BTM Layout,3.2,500,Yes,Yes,244,7407870556,2 JP Nagar Bangalore,544,False
Steak House,Mexican,JP Nagar,4.5,300,No,No,1378,733935551,57 Electronic City Bangalore,383,False
Coffee Corner,Japanese,Indiranagar,3.9,500,No,Yes,4403,4156529948,40 MG Road Bangalore,473,False
Italian Bistro,Italian,JP Nagar,3.8,2000,Yes,No,2029,5284092211,77 Koramangala Bangalore,-1,True
Italian Bistro,American,JP Nagar,4.4,1000,Yes,Yes,1607,8293598022,86 HSR Layout Bangalore,-1,True
Seafood Shack,Thai,Indiranagar,3.5,2000,Yes,Yes,3174,5884854766,13 Indiranagar Bangalore,-1,True
Sushi House,American,JP Nagar,3.0,2000,Yes,Yes,4932,3904873985,60 HSR Layout Bangalore,-1,True
Vegan Heaven,Korean,JP Nagar,3.4,500,No,No,578,6999703532,78 Electronic City Bangalore,-1,True
Ice Cream Parlor,Continental,JP Nagar,3.4,1000,Yes,Yes,547,4341277972,56 JP Nagar Bangalore,-1,True
Burger Palace,Fast Food,Brigade Road,3.1,500,Yes,No,1860,121264418,42 BTM Layout Bangalore,-1,True
Ice Cream Parlor,French,HSR Layout,3.6,1000,Yes,Yes,2895,8077815106,54 Indiranagar Bangalore,-1,True
Coffee Corner,Chinese,Brigade Road,3.9,700,Yes,Yes,2175,2721779009,14 HSR Layout Bangalore,-1,True
Golden Dragon,Japanese,Koramangala,4.5,700,Yes,Yes,369,2937776004,81 Marathahalli Bangalore,-1,True
Vegan Heaven,Mediterranean,Marathahalli,3.7,700,No,No,3413,4402017334,46 BTM Layout Bangalore,141,False
Coffee Corner,Japanese,Whitefield,3.4,700,No,Yes,2619,1898201771,84 Koramangala Bangalore,-1,True
Bakery Sweet,French,Indiranagar,3.5,700,No,Yes,3436,9483005685,3 JP Nagar Bangalore,545,False
Seafood Shack,Fast Food,BTM Layout,4.8,1500,Yes,Yes,4759,9442329986,57 HSR Layout Bangalore,-1,True
Ice Cream Parlor,Mediterranean,JP Nagar,3.4,500,Yes,No,4775,403908830,27 MG Road Bangalore,-1,True
Coffee Corner,Mediterranean,Electronic City,4.8,2000,No,No,2766,5431560269,69 HSR Layout Bangalore,-1,True
Curry House,Korean,Indiranagar,3.9,700,Yes,Yes,3388,5175068767,53 Whitefield Bangalore,-1,True
Golden Dragon,French,MG Road,4.9,1500,Yes,No,294,7344798716,27 BTM Layout Bangalore,-1,True
Sushi House,Mexican,Indiranagar,3.8,1500,Yes,No,2769,2119123509,37 Marathahalli Bangalore,-1,True
Sushi House,Fast Food,Marathahalli,3.4,500,Yes,Yes,919,7730560730,89 Koramangala Bangalore,-1,True
Ice Cream Parlor,American,BTM Layout,4.1,500,Yes,No,1509,8783779197,6 MG Road Bangalore,-1,True
Pizza Express,Fast Food,Indiranagar,4.2,1000,Yes,No,4159,5270167808,66 Electronic City Bangalore,-1,True
Fried Chicken Co,Continental,BTM Layout,4.3,1000,No,No,720,1765524142,40 Whitefield Bangalore,-1,True
Burger Palace,Italian,Indiranagar,3.8,700,Yes,No,4786,8020846280,79 JP Nagar Bangalore,-1,True
Taco Bell,Fast Food,Brigade Road,3.1,300,No,Yes,735,9035881441,74 Whitefield Bangalore,-1,True
Vegan Heaven,Japanese,Brigade Road,4.3,1000,Yes,No,2024,8832446747,86 Indiranagar Bangalore,-1,True
Bakery Sweet,Mexican,HSR Layout,4.9,300,Yes,Yes,1061,826114682,74 Electronic City Bangalore,-1,True
Mexican Fiesta,Italian,Koramangala,4.9,2000,Yes,Yes,1434,2371578162,51 MG Road Bangalore,-1,True
Curry House,Chinese,Indiranagar,4.2,1000,Yes,Yes,4188,2497473649,36 Marathahalli Bangalore,-1,True
Coffee Corner,Thai,JP Nagar,3.0,2000,No,Yes,960,2486780697,30 HSR Layout Bangalore,-1,True
Coffee Corner,Continental,Indiranagar,3.2,1500,Yes,No,1367,7856781333,86 HSR Layout Bangalore,546,False
Fried Chicken Co,Japanese,MG Road,4.7,1500,No,No,3176,187907923,2 BTM Layout Bangalore,-1,True
Fried Chicken Co,Korean,BTM Layout,4.7,2000,No,Yes,616,7723277704,98 HSR Layout Bangalore,-1,True
Coffee Corner,Italian,JP Nagar,4.9,1500,No,No,3967,860858666,28 MG Road Bangalore,480,False
Pizza Express,Mediterranean,HSR Layout,4.1,2000,No,No,1515,7093681513,68 Koramangala Bangalore,-1,True
Sushi House,Mexican,BTM Layout,4.7,300,Yes,Yes,4252,6185788283,60 Whitefield Bangalore,547,False
BBQ Junction,American,Brigade Road,4.6,700,No,Yes,1257,7507390321,51 BTM Layout Bangalore,-1,True
BBQ Junction,Fast Food,Electronic City,4.2,2000,Yes,Yes,3620,9795774145,21 BTM Layout Bangalore,-1,True
Vegan Heaven,Fast Food,JP Nagar,4.6,1000,No,No,2515,7916898939,81 MG Road Bangalore,-1,True
Ice Cream Parlor,Korean,Brigade Road,3.3,1000,No,Yes,4194,5569691401,41 Marathahalli Bangalore,-1,True
Spice Garden,Japanese,MG Road,4.3,300,No,Yes,4398,5470830498,84 Indiranagar Bangalore,-1,True
Thai Paradise,French,JP Nagar,4.9,2000,Yes,No,3976,6271363820,60 Electronic City Bangalore,548,False
Burger Palace,Mexican,JP Nagar,3.3,1500,No,Yes,3190,9184449022,54 Electronic City Bangalore,-1,True
Spice Garden,Korean,JP Nagar,4.5,700,Yes,No,3563,1640037827,44 Koramangala Bangalore,-1,True
Steak House,Thai,Koramangala,3.6,1000,No,No,4060,7606307293,96 Koramangala Bangalore,-1,True
Mediterranean Delight,Fast Food,JP Nagar,4.6,700,No,Yes,2927,776213108,43 MG Road Bangalore,149,False
Pizza Express,Japanese,Koramangala,4.4,700,No,Yes,1450,4228002404,73 HSR Layout Bangalore,-1,True
Fried Chicken Co,Chinese,Brigade Road,4.9,500,Yes,Yes,1618,4570880595,49 Koramangala Bangalore,-1,True
Steak House,American,HSR Layout,4.4,700,Yes,Yes,790,7718904919,3 Brigade Road Bangalore,-1,True
Taco Bell,Chinese,Koramangala,3.8,2000,Yes,No,749,681745963,97 Electronic City Bangalore,-1,True
Curry House,Italian,Koramangala,3.0,500,No,Yes,752,2103522974,44 Brigade Road Bangalore,-1,True
Curry House,French,JP Nagar,4.6,300,No,Yes,4438,1980542004,39 JP Nagar Bangalore,-1,True
Fried Chicken Co,Fast Food,HSR Layout,3.8,1500,No,No,1005,6726729744,64 Koramangala Bangalore,-1,True
Bakery Sweet,Italian,JP Nagar,4.3,500,No,Yes,923,7555900218,78 MG Road Bangalore,-1,True
Fried Chicken Co,American,Brigade Road,3.2,700,Yes,Yes,2458,1369654526,71 Electronic City Bangalore,-1,True
Seafood Shack,Mexican,JP Nagar,4.8,1500,No,No,4647,5310873903,44 JP Nagar Bangalore,-1,True
Spice Garden,Fast Food,Whitefield,3.9,700,Yes,Yes,3428,4086608975,42 Whitefield Bangalore,549,False
Coffee Corner,Italian,Marathahalli,4.8,700,Yes,No,1870,3531891623,28 Indiranagar Bangalore,-1,True
Steak House,French,Brigade Road,4.4,500,Yes,Yes,4794,2255105059,79 Whitefield Bangalore,550,False
Pizza Express,Indian,Indiranagar,3.2,300,No,Yes,4231,5043570118,56 Marathahalli Bangalore,551,False
Mediterranean Delight,Indian,BTM Layout,4.2,700,Yes,No,4441,5983880849,50 Marathahalli Bangalore,447,False
Bakery Sweet,Korean,BTM Layout,4.8,2000,Yes,No,3292,9641400139,94 MG Road Bangalore,-1,True
Mexican Fiesta,Korean,HSR Layout,4.6,500,Yes,Yes,1429,8584800516,27 MG Road Bangalore,-1,True
Italian Bistro,Japanese,Whitefield,3.8,2000,No,Yes,328,8683690958,3 Indiranagar Bangalore,-1,True
Noodle Bar,Korean,Koramangala,4.9,2000,Yes,No,4397,5690365832,74 HSR Layout Bangalore,-1,True
Noodle Bar,Continental,Whitefield,3.5,700,Yes,Yes,1081,704157306,81 Koramangala Bangalore,435,False
Golden Dragon,Thai,Marathahalli,3.8,2000,Yes,Yes,4731,4155458862,61 Brigade Road Bangalore,-1,True
Sushi House,Korean,Brigade Road,4.5,1500,Yes,Yes,1393,8963095553,86 Indiranagar Bangalore,552,False
Taco Bell,Fast Food,HSR Layout,3.5,300,Yes,Yes,654,8403927599,17 Marathahalli Bangalore,-1,True
Mexican Fiesta,Thai,Whitefield,4.0,700,Yes,Yes,2705,6910154732,57 HSR Layout Bangalore,553,False
Golden Dragon,Korean,MG Road,4.5,2000,No,Yes,641,3877547395,93 BTM Layout Bangalore,-1,True
Burger Palace,Chinese,Koramangala,4.3,300,Yes,No,4004,8287264632,45 MG Road Bangalore,-1,True
Coffee Corner,Continental,Whitefield,3.3,300,No,Yes,61,6543507547,36 Whitefield Bangalore,-1,True
Mediterranean Delight,Continental,HSR Layout,4.3,1500,No,Yes,171,3146461020,30 JP Nagar Bangalore,-1,True
Pizza Express,Mediterranean,MG Road,4.1,1500,No,Yes,4570,2274247990,96 Electronic City Bangalore,-1,True
Mediterranean Delight,Thai,Indiranagar,4.1,1000,No,Yes,2326,6432691739,24 JP Nagar Bangalore,-1,True
Coffee Corner,Mexican,Brigade Road,4.7,300,Yes,No,2694,1190977512,2 BTM Layout Bangalore,-1,True
Bakery Sweet,Japanese,Brigade Road,3.4,700,No,Yes,4123,8644600287,48 Whitefield Bangalore,-1,True
Mediterranean Delight,American,Indiranagar,4.5,1500,Yes,Yes,927,2736144488,7 Whitefield Bangalore,-1,True
Mediterranean Delight,Thai,JP Nagar,4.5,700,Yes,Yes,835,1980490295,76 Brigade Road Bangalore,554,False
Taco Bell,Italian,BTM Layout,4.4,300,Yes,No,2126,9831409617,63 BTM Layout Bangalore,-1,True
Bakery Sweet,Mediterranean,MG Road,4.0,1500,No,Yes,150,8119876083,84 Whitefield Bangalore,-1,True
Bakery Sweet,Chinese,Koramangala,3.8,1000,Yes,Yes,425,5140474670,54 Koramangala Bangalore,-1,True
Seafood Shack,Indian,Whitefield,3.8,300,Yes,No,695,7079130033,68 MG Road Bangalore,-1,True
Curry House,Continental,Marathahalli,4.5,700,No,No,3432,3734919986,53 Whitefield Bangalore,-1,True
Coffee Corner,Chinese,BTM Layout,4.0,1000,Yes,No,3561,368367724,66 JP Nagar Bangalore,-1,True
Thai Paradise,Korean,HSR Layout,3.7,300,Yes,No,2790,6571798247,38 Brigade Road Bangalore,-1,True
Seafood Shack,Japanese,JP Nagar,4.3,1500,Yes,No,3578,4193988975,30 Indiranagar Bangalore,424,False
Noodle Bar,Continental,Koramangala,4.7,2000,No,Yes,4866,4406424039,4 Indiranagar Bangalore,-1,True
Steak House,Mediterranean,Marathahalli,3.1,300,Yes,Yes,2073,1337602725,20 BTM Layout Bangalore,-1,True
Seafood Shack,Italian,Marathahalli,4.9,500,Yes,Yes,4616,9911227117,89 Indiranagar Bangalore,-1,True
BBQ Junction,Thai,Koramangala,3.2,700,Yes,No,2002,4866647729,58 Electronic City Bangalore,-1,True
Italian Bistro,Chinese,JP Nagar,4.0,1500,Yes,No,1095,7428359224,37 Indiranagar Bangalore,555,False
Ice Cream Parlor,Mediterranean,HSR Layout,4.1,1500,No,Yes,2147,2015197555,94 Koramangala Bangalore,-1,True
Bakery Sweet,Thai,Indiranagar,3.3,500,No,No,3872,4157962576,99 JP Nagar Bangalore,-1,True
Sushi House,Fast Food,BTM Layout,4.8,2000,No,No,4871,639271657,74 Brigade Road Bangalore,-1,True
Vegan Heaven,Japanese,Electronic City,3.9,1000,Yes,No,3916,3182248039,13 Whitefield Bangalore,-1,True
Taco Bell,Fast Food,Electronic City,3.3,1500,Yes,Yes,3681,3170956294,4 MG Road Bangalore,-1,True
Steak House,Continental,JP Nagar,4.4,1000,Yes,No,2064,9152028636,22 BTM Layout Bangalore,556,False
Mediterranean Delight,American,Marathahalli,4.3,1000,No,Yes,2399,5911925376,75 Electronic City Bangalore,-1,True
Steak House,Indian,Whitefield,4.9,1000,No,Yes,3448,5748031587,37 Indiranagar Bangalore,-1,True
Curry House,Japanese,Indiranagar,3.9,2000,Yes,No,433,8585422882,14 Brigade Road Bangalore,-1,True
Bakery Sweet,Fast Food,Indiranagar,3.5,300,Yes,Yes,2635,2400195115,10 Brigade Road Bangalore,-1,True
Thai Paradise,Korean,JP Nagar,3.1,500,Yes,No,752,8321116562,24 MG Road Bangalore,-1,True
Pizza Express,French,HSR Layout,4.5,700,No,No,2146,1496158744,31 Indiranagar Bangalore,-1,True
Taco Bell,American,JP Nagar,4.2,500,Yes,Yes,368,3449614147,29 Brigade Road Bangalore,557,False
Taco Bell,Korean,Whitefield,4.9,1500,No,No,70,4249091000,57 Koramangala Bangalore,-1,True
Vegan Heaven,Fast Food,Brigade Road,4.4,500,No,Yes,3554,5643363454,83 JP Nagar Bangalore,-1,True
Ice Cream Parlor,Chinese,Electronic City,4.9,700,Yes,No,641,6555258122,59 MG Road Bangalore,-1,True
Curry House,American,JP Nagar,5.0,300,Yes,Yes,4154,2518427645,2 JP Nagar Bangalore,-1,True
Coffee Corner,Korean,Indiranagar,3.9,1500,Yes,Yes,2246,597953084,25 Electronic City Bangalore,-1,True
Golden Dragon,American,HSR Layout,3.3,300,No,No,1510,297851546,22 JP Nagar Bangalore,558,False
Fried Chicken Co,Japanese,Electronic City,3.4,1500,Yes,Yes,2596,8995422431,1 JP Nagar Bangalore,-1,True
Thai Paradise,Continental,MG Road,3.6,700,No,Yes,1961,1274441503,8 HSR Layout Bangalore,-1,True
Pizza Express,Mediterranean,Koramangala,4.0,300,No,Yes,3176,7859536408,41 Koramangala Bangalore,-1,True
Golden Dragon,Indian,Indiranagar,3.2,700,Yes,No,4442,7900813092,66 BTM Layout Bangalore,-1,True
Bakery Sweet,Indian,MG Road,3.6,700,Yes,Yes,2615,5238247469,9 BTM Layout Bangalore,-1,True
Fried Chicken Co,Korean,HSR Layout,3.6,2000,No,No,1320,5756747155,53 HSR Layout Bangalore,-1,True
Mexican Fiesta,Korean,Indiranagar,3.0,500,No,No,331,6638288220,28 Electronic City Bangalore,-1,True
Vegan Heaven,American,JP Nagar,3.7,1500,Yes,Yes,2866,6766469309,7 JP Nagar Bangalore,-1,True
Bakery Sweet,Chinese,Indiranagar,3.2,1000,No,No,4402,3335030049,63 Marathahalli Bangalore,270,False
Steak House,Korean,HSR Layout,3.9,1000,Yes,No,1879,8805801924,78 Indiranagar Bangalore,256,False
Sushi House,American,Indiranagar,3.4,300,Yes,Yes,602,9726094144,82 HSR Layout Bangalore,71,False
Bakery Sweet,Mexican,Whitefield,4.6,700,Yes,No,3789,9540916271,32 Indiranagar Bangalore,-1,True
Italian Bistro,Fast Food,Marathahalli,3.2,500,Yes,No,3014,2960946003,1 Electronic City Bangalore,-1,True
Sushi House,Indian,MG Road,4.7,1500,No,No,3517,6053411985,23 HSR Layout Bangalore,-1,True
Mediterranean Delight,Fast Food,Brigade Road,4.2,300,Yes,Yes,2974,2186877464,11 MG Road Bangalore,-1,True
Mediterranean Delight,Korean,Marathahalli,3.9,700,Yes,No,2857,9653656908,96 Electronic City Bangalore,-1,True
Mediterranean Delight,Japanese,HSR Layout,4.1,2000,No,Yes,2969,9720156175,55 Brigade Road Bangalore,-1,True
Pizza Express,Italian,Electronic City,3.8,1000,No,Yes,3054,4450265615,24 Koramangala Bangalore,-1,True
Mediterranean Delight,American,Whitefield,3.3,1000,Yes,Yes,1620,4291465258,57 MG Road Bangalore,-1,True
Coffee Corner,Indian,MG Road,4.5,1500,Yes,Yes,2346,2184008710,69 MG Road Bangalore,-1,True
Curry House,Korean,HSR Layout,4.9,1500,No,No,2386,9835393784,99 Koramangala Bangalore,-1,True
Mediterranean Delight,Mediterranean,MG Road,4.9,1500,No,Yes,2506,2611858401,62 BTM Layout Bangalore,-1,True
Vegan Heaven,American,Indiranagar,4.3,300,Yes,No,4454,2972268338,85 Whitefield Bangalore,-1,True
Thai Paradise,Chinese,BTM Layout,3.8,1500,No,No,110,4565181854,84 JP Nagar Bangalore,312,False
Taco Bell,Korean,JP Nagar,4.0,300,No,Yes,3625,7106533561,94 Marathahalli Bangalore,4,False
Burger Palace,American,Marathahalli,4.3,500,No,Yes,2878,6965270761,86 JP Nagar Bangalore,-1,True
Noodle Bar,Korean,Indiranagar,4.6,700,No,No,2624,739983770,74 Indiranagar Bangalore,-1,True
Burger Palace,French,Koramangala,3.7,1000,Yes,Yes,3432,4338278731,70 Indiranagar Bangalore,145,False
Sushi House,Italian,Electronic City,4.8,300,Yes,Yes,3814,9625231496,77 BTM Layout Bangalore,-1,True
Burger Palace,Thai,Koramangala,3.6,700,Yes,Yes,2297,1455111218,58 Koramangala Bangalore,51,False
Fried Chicken Co,Thai,Koramangala,4.1,2000,Yes,No,3474,9487461996,12 MG Road Bangalore,-1,True
Mexican Fiesta,French,Whitefield,4.9,1500,No,No,1148,4587195070,71 Koramangala Bangalore,-1,True
Golden Dragon,American,Brigade Road,4.9,1000,No,No,2853,1391466942,83 HSR Layout Bangalore,-1,True
Coffee Corner,Chinese,Marathahalli,4.4,2000,No,No,3157,4350075890,86 Marathahalli Bangalore,-1,True
Curry House,Continental,BTM Layout,3.6,300,No,Yes,247,6066747948,5 Electronic City Bangalore,-1,True
Sushi House,Korean,Indiranagar,3.4,1500,Yes,No,2141,7662554196,66 HSR Layout Bangalore,-1,True
Mexican Fiesta,American,Koramangala,3.2,700,Yes,No,2738,4130747074,75 Indiranagar Bangalore,-1,True
Vegan Heaven,Mediterranean,Koramangala,4.4,500,No,No,1618,6228653470,5 Indiranagar Bangalore,-1,True
Mediterranean Delight,Chinese,Electronic City,4.0,700,Yes,No,920,1247445888,44 Whitefield Bangalore,559,False
Curry House,Mediterranean,BTM Layout,4.1,300,Yes,No,559,4562013805,5 Electronic City Bangalore,453,False
Italian Bistro,Continental,BTM Layout,3.9,500,No,Yes,2513,3511645307,72 Indiranagar Bangalore,-1,True
Pizza Express,French,BTM Layout,4.0,500,Yes,No,4083,709935086,67 BTM Layout Bangalore,-1,True
Seafood Shack,Japanese,Indiranagar,4.1,1500,Yes,Yes,2506,914204705,77 Indiranagar Bangalore,-1,True
Taco Bell,Thai,Marathahalli,4.8,700,No,No,4441,742797260,19 MG Road Bangalore,-1,True
Spice Garden,Thai,Marathahalli,3.1,300,No,No,1938,2626221403,2 JP Nagar Bangalore,-1,True
Vegan Heaven,Fast Food,Indiranagar,4.6,2000,No,Yes,2300,3924377907,2 Indiranagar Bangalore,-1,True
Vegan Heaven,Korean,Whitefield,3.8,2000,Yes,No,4721,8378185873,34 Marathahalli Bangalore,-1,True
Golden Dragon,Italian,Indiranagar,4.5,500,No,Yes,1034,6203343844,79 Marathahalli Bangalore,-1,True
BBQ Junction,French,JP Nagar,4.9,1500,No,No,845,7610009548,5 Koramangala Bangalore,-1,True
Noodle Bar,American,HSR Layout,3.6,2000,Yes,Yes,897,5994640834,62 Koramangala Bangalore,-1,True
Seafood Shack,French,JP Nagar,3.2,500,Yes,No,1441,3580392277,97 BTM Layout Bangalore,-1,True
Fried Chicken Co,American,Whitefield,3.5,700,No,Yes,3043,6941437504,10 Marathahalli Bangalore,-1,True
Ice Cream Parlor,French,Whitefield,3.4,2000,Yes,No,4507,7002054421,92 Koramangala Bangalore,-1,True
Pizza Express,Japanese,Indiranagar,4.5,1000,Yes,Yes,4621,198947246,2 HSR Layout Bangalore,106,False
Mediterranean Delight,Mexican,Indiranagar,3.1,300,No,No,4449,1228080963,50 Brigade Road Bangalore,-1,True
Taco Bell,Italian,Brigade Road,3.1,1000,No,No,2282,9700544113,76 BTM Layout Bangalore,-1,True
Steak House,American,Electronic City,4.4,700,Yes,Yes,2362,1343521043,6 JP Nagar Bangalore,124,False
Vegan Heaven,Italian,JP Nagar,4.1,1000,No,Yes,1487,8908793129,32 MG Road Bangalore,-1,True
Steak House,Chinese,Marathahalli,3.8,700,Yes,Yes,451,8917903291,4 Indiranagar Bangalore,332,False
Steak House,French,Brigade Road,4.2,700,Yes,Yes,2270,2282830794,74 Whitefield Bangalore,550,False
Thai Paradise,Fast Food,BTM Layout,4.5,1500,Yes,No,927,1865156443,23 BTM Layout Bangalore,-1,True
Noodle Bar,Korean,MG Road,3.2,1000,Yes,Yes,3204,9096247138,5 Electronic City Bangalore,-1,True
Taco Bell,Indian,Marathahalli,4.1,500,No,Yes,956,1782439977,10 Indiranagar Bangalore,-1,True
BBQ Junction,Chinese,BTM Layout,4.6,700,Yes,No,4491,4404036101,14 HSR Layout Bangalore,-1,True
Mediterranean Delight,Mediterranean,Brigade Road,3.7,1000,No,Yes,1145,6240999739,69 Whitefield Bangalore,-1,True
Bakery Sweet,Thai,Koramangala,4.5,500,Yes,Yes,3572,1794185714,69 Indiranagar Bangalore,-1,True
Fried Chicken Co,Fast Food,Brigade Road,4.7,300,Yes,Yes,1856,2708502772,41 BTM Layout Bangalore,-1,True
Noodle Bar,Indian,Brigade Road,4.6,500,No,No,1726,9756100268,58 MG Road Bangalore,-1,True
Seafood Shack,Japanese,Brigade Road,4.3,1000,No,Yes,257,1578924470,54 Marathahalli Bangalore,-1,True
BBQ Junction,French,Indiranagar,4.4,1000,Yes,No,1415,2553492399,46 HSR Layout Bangalore,-1,True
Pizza Express,Mexican,JP Nagar,4.6,500,Yes,No,1459,544388462,74 Marathahalli Bangalore,-1,True
Pizza Express,Japanese,Brigade Road,4.5,500,No,No,2975,22475760,53 Brigade Road Bangalore,-1,True
Mexican Fiesta,American,Indiranagar,3.9,2000,No,No,4307,9704264109,34 Koramangala Bangalore,-1,True
Ice Cream Parlor,Indian,BTM Layout,3.3,700,No,No,2113,5578144978,78 Whitefield Bangalore,-1,True
Thai Paradise,Thai,Electronic City,3.6,1000,Yes,No,2840,4425621185,35 Indiranagar Bangalore,504,False
Italian Bistro,Korean,JP Nagar,3.4,700,No,Yes,295,1460750746,88 Marathahalli Bangalore,-1,True
Seafood Shack,Mexican,BTM Layout,3.7,700,Yes,Yes,2652,9317378373,92 Indiranagar Bangalore,-1,True
Fried Chicken Co,Italian,Whitefield,4.0,300,No,Yes,3531,7019219798,28 HSR Layout Bangalore,211,False
Seafood Shack,French,Marathahalli,4.9,1000,No,No,1527,8087727113,20 Brigade Road Bangalore,-1,True
Thai Paradise,American,MG Road,4.9,700,No,Yes,2547,6314766843,69 Indiranagar Bangalore,560,False
Burger Palace,French,Whitefield,4.5,300,Yes,No,1530,9805256057,56 Whitefield Bangalore,561,False
Mediterranean Delight,Japanese,HSR Layout,5.0,2000,No,No,1837,4467625818,56 Electronic City Bangalore,-1,True
Noodle Bar,Fast Food,Electronic City,5.0,700,No,Yes,1862,2291262036,69 Indiranagar Bangalore,-1,True
Noodle Bar,Fast Food,HSR Layout,4.8,700,Yes,Yes,4261,5920714232,35 Brigade Road Bangalore,-1,True
Taco Bell,Indian,Koramangala,3.2,2000,No,Yes,2973,2297011869,8 Brigade Road Bangalore,-1,True
Taco Bell,Japanese,Koramangala,3.9,1000,Yes,Yes,2611,6719052123,94 Electronic City Bangalore,-1,True
Sushi House,Indian,Brigade Road,4.1,500,Yes,Yes,2996,4993756364,94 Brigade Road Bangalore,-1,True
Mexican Fiesta,Korean,Electronic City,3.2,2000,Yes,No,4158,1811236460,33 Whitefield Bangalore,-1,True
Ice Cream Parlor,Thai,BTM Layout,4.6,500,No,No,2374,3151347419,30 Whitefield Bangalore,-1,True
Noodle Bar,Italian,Whitefield,3.3,1000,No,No,965,7790870887,33 MG Road Bangalore,-1,True
Curry House,Korean,Electronic City,3.8,500,Yes,Yes,942,9654500852,62 Whitefield Bangalore,392,False
Burger Palace,Chinese,Whitefield,3.1,1500,Yes,No,4362,8284049110,60 Koramangala Bangalore,-1,True
Thai Paradise,Fast Food,MG Road,4.0,500,Yes,Yes,2846,9334314754,23 Marathahalli Bangalore,562,False
Mediterranean Delight,Thai,BTM Layout,4.2,2000,No,No,4439,6051493688,91 Electronic City Bangalore,-1,True
Noodle Bar,Korean,HSR Layout,4.5,700,Yes,Yes,2865,9066479303,99 Whitefield Bangalore,-1,True
Mexican Fiesta,Mexican,Whitefield,3.7,700,Yes,No,4643,1236831993,56 Koramangala Bangalore,-1,True
Mexican Fiesta,French,MG Road,4.2,300,No,No,1026,7174171315,43 Electronic City Bangalore,-1,True
Italian Bistro,Japanese,Electronic City,4.5,2000,No,No,799,2650860335,11 Koramangala Bangalore,-1,True
Italian Bistro,Fast Food,MG Road,4.5,1000,Yes,No,3605,2123770833,20 Whitefield Bangalore,-1,True
Noodle Bar,Thai,Marathahalli,3.6,300,Yes,Yes,3218,3616912407,71 Indiranagar Bangalore,-1,True
Golden Dragon,Mexican,MG Road,3.1,700,Yes,No,4849,5326581590,70 Whitefield Bangalore,-1,True
