restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Noodle Bar,French,Marathahalli,3.4,1500,No,Yes,3737,5802463368,95 Electronic City Bangalore
Golden Dragon,Italian,Indiranagar,4.4,2000,Yes,Yes,1552,1350688811,93 Indiranagar Bangalore
BBQ Junction,French,Marathahalli,3.2,500,No,No,358,2962370332,67 HSR Layout Bangalore
BBQ Junction,Japanese,MG Road,4.3,300,Yes,Yes,2432,7844488235,85 Electronic City Bangalore
Sushi House,Japanese,Electronic City,4.3,500,Yes,Yes,3887,7936321268,58 Electronic City Bangalore
Steak House,Italian,Electronic City,3.4,700,Yes,No,715,1627442011,8 Marathahalli Bangalore
Taco Bell,French,HSR Layout,4.1,700,No,No,3160,5353336740,1 Electronic City Bangalore
BBQ Junction,Mexican,HSR Layout,3.7,300,No,Yes,1952,5205185034,45 Koramangala Bangalore
Golden Dragon,Mediterranean,MG Road,3.8,2000,Yes,Yes,1290,5611234332,62 Electronic City Bangalore
Seafood Shack,Indian,BTM Layout,4.8,700,No,Yes,490,9634198290,89 Brigade Road Bangalore
Vegan Heaven,Indian,Indiranagar,3.4,1500,No,Yes,3843,3139130635,3 HSR Layout Bangalore
Sushi House,Japanese,MG Road,3.1,300,Yes,No,981,3438307510,5 Electronic City Bangalore
Mediterranean Delight,Japanese,Marathahalli,3.9,500,No,No,898,5048423239,47 Koramangala Bangalore
Italian Bistro,American,Indiranagar,3.4,1000,No,Yes,2037,8119105049,21 Electronic City Bangalore
Spice Garden,Fast Food,Indiranagar,3.7,1500,No,No,2137,6346757803,84 Brigade Road Bangalore
Noodle Bar,Indian,Electronic City,4.6,500,Yes,Yes,1076,6978567668,88 Brigade Road Bangalore
Vegan Heaven,Korean,JP Nagar,4.9,300,Yes,No,4690,5013053193,56 JP Nagar Bangalore
Spice Garden,Italian,HSR Layout,3.7,1500,No,No,740,9573471930,39 Whitefield Bangalore
Steak House,Korean,Koramangala,4.4,500,No,Yes,3382,842890172,69 BTM Layout Bangalore
BBQ Junction,Indian,HSR Layout,4.7,500,No,Yes,2416,6898108826,62 BTM Layout Bangalore
Mediterranean Delight,American,BTM Layout,3.5,2000,No,Yes,3562,7143430057,65 Koramangala Bangalore
Noodle Bar,Mediterranean,Koramangala,4.8,1000,Yes,No,4868,9842014152,64 Brigade Road Bangalore
Coffee Corner,Continental,Whitefield,3.3,300,No,Yes,61,6543507547,36 Whitefield Bangalore
Steak House,Fast Food,BTM Layout,4.5,1500,No,Yes,3734,8876736734,36 Whitefield Bangalore
Steak House,Thai,Marathahalli,4.2,700,No,No,3912,8183768684,40 MG Road Bangalore
BBQ Junction,Mediterranean,Koramangala,4.2,1000,No,Yes,1576,4474380565,6 BTM Layout Bangalore
Thai Paradise,Thai,Brigade Road,3.1,1000,Yes,No,1254,1000741967,15 Marathahalli Bangalore
Mexican Fiesta,Korean,Indiranagar,4.6,2000,No,No,3066,319080187,91 Brigade Road Bangalore
Thai Paradise,Korean,Electronic City,4.6,1000,No,No,2990,6444407164,23 MG Road Bangalore
Curry House,Thai,Marathahalli,4.4,1000,No,Yes,2810,9548522993,89 Koramangala Bangalore
Coffee Corner,Japanese,Marathahalli,3.5,1500,No,Yes,2464,5486885480,65 Brigade Road Bangalore
Seafood Shack,Japanese,MG Road,3.6,1500,Yes,No,1824,1880172295,57 Marathahalli Bangalore
Steak House,Mexican,BTM Layout,3.8,500,Yes,Yes,220,5481281259,87 Electronic City Bangalore
Thai Paradise,Fast Food,Indiranagar,4.7,300,Yes,No,2903,7746435790,98 Whitefield Bangalore
Golden Dragon,Korean,Indiranagar,4.1,500,Yes,Yes,3944,8753339160,79 Brigade Road Bangalore
Noodle Bar,Indian,Whitefield,4.2,2000,Yes,No,993,1756301950,87 Whitefield Bangalore
Fried Chicken Co,Chinese,Indiranagar,4.6,1500,Yes,No,230,5936691865,14 Whitefield Bangalore
Taco Bell,Fast Food,Brigade Road,3.6,700,Yes,Yes,1009,4222246631,76 Marathahalli Bangalore
BBQ Junction,Continental,HSR Layout,4.6,2000,Yes,No,3833,3734122172,39 HSR Layout Bangalore
Thai Paradise,Italian,Marathahalli,3.2,1500,Yes,No,4004,9731391907,31 Whitefield Bangalore
Burger Palace,Korean,BTM Layout,3.7,500,No,Yes,1390,9894373144,98 BTM Layout Bangalore
BBQ Junction,Japanese,Electronic City,4.5,700,Yes,Yes,2904,4554984255,94 Koramangala Bangalore
Noodle Bar,Korean,Electronic City,3.3,500,No,No,4435,5201975386,49 Whitefield Bangalore
Mexican Fiesta,Indian,Indiranagar,4.2,300,Yes,Yes,2869,4824114817,45 MG Road Bangalore
Thai Paradise,Continental,Koramangala,3.9,1500,Yes,Yes,3452,2197688016,75 Marathahalli Bangalore
Golden Dragon,Thai,Marathahalli,4.9,500,Yes,No,1936,6801042900,45 HSR Layout Bangalore
Vegan Heaven,American,MG Road,4.4,1000,No,Yes,1384,5410972372,69 Whitefield Bangalore
Mediterranean Delight,Chinese,Koramangala,4.8,1500,Yes,Yes,4671,7670385977,65 JP Nagar Bangalore
Steak House,French,JP Nagar,3.1,700,No,No,452,5835218414,30 HSR Layout Bangalore
Pizza Express,Chinese,BTM Layout,4.8,500,Yes,No,4316,1551546887,46 JP Nagar Bangalore
Sushi House,Continental,Koramangala,4.9,700,Yes,Yes,2465,4436247866,84 Brigade Road Bangalore
Fried Chicken Co,Fast Food,Indiranagar,3.5,1000,No,No,3703,5565717318,19 BTM Layout Bangalore
Thai Paradise,Mexican,Electronic City,3.6,1000,No,Yes,731,4006556438,6 Brigade Road Bangalore
BBQ Junction,Mediterranean,Electronic City,3.9,2000,No,Yes,338,946444253,91 Marathahalli Bangalore
Burger Palace,Fast Food,BTM Layout,4.8,500,Yes,Yes,3661,221040240,83 Electronic City Bangalore
Sushi House,French,Indiranagar,4.8,2000,Yes,No,4532,4802861109,41 BTM Layout Bangalore
Mediterranean Delight,Korean,Brigade Road,3.8,500,Yes,No,3503,6035622428,96 BTM Layout Bangalore
Vegan Heaven,Mexican,JP Nagar,3.9,1000,Yes,No,3274,9665508780,38 BTM Layout Bangalore
Thai Paradise,French,Koramangala,4.2,300,No,Yes,2387,5539361183,91 JP Nagar Bangalore
BBQ Junction,Japanese,Marathahalli,4.2,2000,Yes,No,1617,1995522669,14 BTM Layout Bangalore
Seafood Shack,Italian,Brigade Road,4.5,1500,Yes,Yes,2406,3890296546,42 BTM Layout Bangalore
Taco Bell,Thai,JP Nagar,4.0,1500,No,Yes,4276,9104886997,79 Whitefield Bangalore
BBQ Junction,Mexican,Koramangala,4.0,1500,Yes,No,3029,9860255089,13 Indiranagar Bangalore
Spice Garden,Indian,Electronic City,4.3,500,No,No,116,6347575739,28 Brigade Road Bangalore
Vegan Heaven,American,BTM Layout,3.1,1500,Yes,Yes,2167,6294226544,5 Marathahalli Bangalore
Burger Palace,Chinese,Whitefield,4.4,1500,No,Yes,565,7973794362,23 Marathahalli Bangalore
Mediterranean Delight,Thai,JP Nagar,3.9,300,Yes,Yes,1099,5700573725,55 HSR Layout Bangalore
Pizza Express,French,MG Road,3.0,1000,No,Yes,4087,2998979728,73 Electronic City Bangalore
Taco Bell,Mediterranean,Koramangala,4.7,2000,No,No,4608,685835194,57 JP Nagar Bangalore
Golden Dragon,Korean,HSR Layout,3.0,700,No,No,4130,6743145855,16 Indiranagar Bangalore
Thai Paradise,Thai,Electronic City,4.6,500,Yes,No,1464,94496833,30 Koramangala Bangalore
Pizza Express,Continental,MG Road,4.9,1000,Yes,No,1548,1730422602,12 Whitefield Bangalore
Taco Bell,Continental,Marathahalli,3.3,500,No,No,579,1599233269,46 Electronic City Bangalore
Pizza Express,Mediterranean,Marathahalli,4.5,1000,No,Yes,3727,6780003265,11 MG Road Bangalore
Sushi House,Japanese,JP Nagar,3.5,1000,No,Yes,2784,9626844387,56 Electronic City Bangalore
Thai Paradise,Fast Food,Electronic City,3.5,700,No,Yes,4601,7560764410,6 Koramangala Bangalore
Ice Cream Parlor,American,Whitefield,4.5,2000,Yes,No,4357,774511092,96 BTM Layout Bangalore
Mediterranean Delight,Italian,BTM Layout,3.8,2000,Yes,Yes,2213,8905719662,16 Marathahalli Bangalore
Spice Garden,Italian,Brigade Road,3.8,1000,Yes,No,2716,3504185976,15 MG Road Bangalore
Mexican Fiesta,Korean,BTM Layout,3.4,500,No,Yes,297,579978740,40 JP Nagar Bangalore
Fried Chicken Co,Japanese,Whitefield,4.4,2000,No,Yes,1615,5587809034,10 BTM Layout Bangalore
BBQ Junction,Thai,Whitefield,4.5,700,No,No,3441,8999108516,78 Whitefield Bangalore
Seafood Shack,French,Electronic City,4.6,1000,No,Yes,4849,9167318228,26 MG Road Bangalore
Spice Garden,Fast Food,HSR Layout,4.3,500,Yes,No,167,3174843299,65 Indiranagar Bangalore
Italian Bistro,Italian,Koramangala,4.9,700,Yes,No,347,6309076845,81 Electronic City Bangalore
Bakery Sweet,Mediterranean,Whitefield,5.0,500,Yes,Yes,122,8916170912,92 Whitefield Bangalore
Coffee Corner,Fast Food,MG Road,3.3,1000,Yes,No,4246,7771390695,27 Whitefield Bangalore
Taco Bell,Mexican,MG Road,4.0,500,Yes,Yes,2656,2780891420,37 Indiranagar Bangalore
Fried Chicken Co,Mediterranean,Koramangala,4.6,1500,Yes,Yes,2313,9628004340,34 Brigade Road Bangalore
Curry House,Thai,Marathahalli,4.8,2000,Yes,Yes,4801,7463749920,86 Brigade Road Bangalore
Sushi House,American,HSR Layout,3.9,1500,Yes,Yes,1019,2956369908,10 MG Road Bangalore
Thai Paradise,Japanese,MG Road,3.2,1500,No,No,1204,1596346722,36 HSR Layout Bangalore
Curry House,Japanese,Indiranagar,3.5,700,No,No,1277,2536051294,70 Indiranagar Bangalore
Mediterranean Delight,Japanese,Brigade Road,3.9,300,No,No,4369,7787111625,82 JP Nagar Bangalore
Spice Garden,Korean,Marathahalli,4.3,2000,No,Yes,2357,7908427781,81 BTM Layout Bangalore
Thai Paradise,Mediterranean,Brigade Road,3.6,2000,No,Yes,4008,7778667371,8 Koramangala Bangalore
Taco Bell,Japanese,Electronic City,4.2,700,No,Yes,906,3522696407,2 Whitefield Bangalore
Spice Garden,Thai,JP Nagar,3.0,500,Yes,No,3916,1890772032,77 BTM Layout Bangalore
Seafood Shack,French,Marathahalli,4.0,700,Yes,No,4774,6944359559,57 Indiranagar Bangalore
Steak House,Chinese,Electronic City,3.9,700,No,No,3252,7115383753,59 Whitefield Bangalore
Pizza Express,Korean,Marathahalli,3.1,300,No,No,4700,8835042555,47 JP Nagar Bangalore
BBQ Junction,Mediterranean,Marathahalli,3.9,2000,Yes,Yes,1946,7374712930,10 Marathahalli Bangalore
Taco Bell,Indian,Marathahalli,3.4,2000,No,Yes,1509,6337942579,62 MG Road Bangalore
Sushi House,French,Whitefield,4.0,500,No,No,1209,6668760348,15 MG Road Bangalore
Burger Palace,Indian,Brigade Road,3.5,2000,No,No,4388,5888686811,2 BTM Layout Bangalore
Coffee Corner,Mexican,Koramangala,3.6,2000,No,Yes,2435,4103624718,91 Brigade Road Bangalore
Spice Garden,French,Whitefield,4.5,2000,Yes,Yes,1044,7922797235,68 Marathahalli Bangalore
Fried Chicken Co,French,BTM Layout,4.0,700,Yes,No,4534,1357989636,76 Marathahalli Bangalore
Bakery Sweet,Thai,Electronic City,3.8,1000,Yes,No,1284,5396352409,76 Whitefield Bangalore
Burger Palace,American,Indiranagar,3.6,1500,Yes,No,2834,2119651065,52 Indiranagar Bangalore
Italian Bistro,Japanese,MG Road,4.1,700,Yes,No,4186,2345577723,20 BTM Layout Bangalore
Italian Bistro,Mediterranean,Electronic City,3.4,1500,Yes,Yes,3694,5409664316,42 Indiranagar Bangalore
Bakery Sweet,Japanese,Koramangala,4.4,300,Yes,Yes,1129,839612341,24 Brigade Road Bangalore
Pizza Express,French,BTM Layout,4.8,2000,No,Yes,3693,3648321931,65 JP Nagar Bangalore
Sushi House,Indian,MG Road,4.1,700,Yes,Yes,4470,1510231258,94 BTM Layout Bangalore
Fried Chicken Co,Italian,HSR Layout,5.0,700,Yes,Yes,1349,5396365768,87 HSR Layout Bangalore
Fried Chicken Co,Korean,JP Nagar,4.2,1500,No,No,4730,5875217118,32 MG Road Bangalore
Golden Dragon,Korean,Electronic City,3.3,700,No,No,295,8806450503,12 Koramangala Bangalore
BBQ Junction,Mexican,BTM Layout,4.8,700,Yes,Yes,4271,9763101129,87 Indiranagar Bangalore
Pizza Express,Indian,Indiranagar,3.7,500,Yes,No,3103,2900559889,9 JP Nagar Bangalore
Burger Palace,Indian,Electronic City,4.4,300,No,Yes,2992,1141305901,16 Brigade Road Bangalore
Seafood Shack,Chinese,Indiranagar,4.3,500,No,Yes,1408,4010510951,99 Electronic City Bangalore
Coffee Corner,Thai,JP Nagar,4.2,1000,Yes,Yes,2356,1811114608,89 MG Road Bangalore
Burger Palace,French,Marathahalli,3.9,1000,Yes,Yes,3538,5848024643,78 HSR Layout Bangalore
Seafood Shack,Continental,Marathahalli,4.4,2000,No,Yes,3943,5299265046,69 Whitefield Bangalore
BBQ Junction,Thai,Indiranagar,3.3,500,Yes,No,4312,522598409,8 BTM Layout Bangalore
Fried Chicken Co,Italian,MG Road,4.2,1500,Yes,Yes,2938,6706831078,41 Electronic City Bangalore
Coffee Corner,French,Electronic City,4.7,500,Yes,No,1679,266735672,47 Whitefield Bangalore
Sushi House,Mediterranean,HSR Layout,3.8,2000,No,Yes,1282,7544541636,85 HSR Layout Bangalore
Noodle Bar,Continental,Electronic City,5.0,500,No,No,4401,8750504512,56 Whitefield Bangalore
Fried Chicken Co,Japanese,Koramangala,4.8,700,Yes,No,4130,2673043761,45 JP Nagar Bangalore
Mediterranean Delight,Indian,Whitefield,3.9,1500,Yes,No,3658,2006341203,43 Indiranagar Bangalore
Coffee Corner,Continental,Marathahalli,4.6,500,Yes,Yes,1027,5729953788,18 BTM Layout Bangalore
BBQ Junction,Italian,MG Road,4.2,500,No,No,4042,8006684172,55 BTM Layout Bangalore
Burger Palace,Korean,HSR Layout,4.0,300,No,Yes,4616,5987474992,4 Koramangala Bangalore
Steak House,Mexican,MG Road,4.1,1000,No,Yes,1628,2987587659,28 Marathahalli Bangalore
Bakery Sweet,Continental,Marathahalli,4.7,300,Yes,No,4539,2517848071,79 BTM Layout Bangalore
Sushi House,American,Marathahalli,4.0,1000,Yes,Yes,4967,316640069,9 Electronic City Bangalore
Taco Bell,Indian,HSR Layout,3.6,700,Yes,Yes,508,1643687910,31 BTM Layout Bangalore
Golden Dragon,Korean,Marathahalli,4.3,500,Yes,No,604,9043061966,47 Whitefield Bangalore
Ice Cream Parlor,Korean,JP Nagar,4.4,1000,No,No,3474,4780517404,31 Whitefield Bangalore
Seafood Shack,American,BTM Layout,4.1,1500,No,No,596,5099917086,65 Koramangala Bangalore
Mediterranean Delight,American,BTM Layout,4.9,1500,Yes,Yes,4309,6272704143,9 Electronic City Bangalore
Taco Bell,Mexican,Brigade Road,4.6,300,No,No,2789,8047104058,1 Brigade Road Bangalore
Coffee Corner,French,Electronic City,4.3,500,Yes,Yes,3608,5941927792,11 HSR Layout Bangalore
Thai Paradise,Indian,Whitefield,4.2,500,No,Yes,4573,6001180445,99 Marathahalli Bangalore
Curry House,Mediterranean,Whitefield,3.4,1000,No,Yes,350,3467229351,15 Electronic City Bangalore
Bakery Sweet,Thai,Brigade Road,3.6,700,No,Yes,3435,6748638571,55 Indiranagar Bangalore
Vegan Heaven,Fast Food,Brigade Road,3.8,1000,No,No,937,4523954976,80 Electronic City Bangalore
Thai Paradise,Indian,MG Road,3.6,2000,No,Yes,2380,6127871948,8 JP Nagar Bangalore
Steak House,Mediterranean,HSR Layout,4.5,500,No,Yes,2677,5667568513,67 Electronic City Bangalore
Vegan Heaven,American,MG Road,3.1,2000,No,Yes,3657,919242752,99 MG Road Bangalore
Noodle Bar,Indian,HSR Layout,4.8,2000,No,No,1753,187065134,92 Electronic City Bangalore
Golden Dragon,American,Marathahalli,3.7,2000,No,No,3001,3141461809,40 MG Road Bangalore
Thai Paradise,American,Whitefield,4.9,300,No,Yes,722,773900029,49 Whitefield Bangalore
Coffee Corner,Japanese,JP Nagar,3.2,700,No,No,3969,714675726,62 BTM Layout Bangalore
Thai Paradise,Mediterranean,Indiranagar,3.7,500,Yes,Yes,2928,6497353492,17 HSR Layout Bangalore
Ice Cream Parlor,Indian,Marathahalli,4.6,300,No,No,661,1493586361,86 JP Nagar Bangalore
Taco Bell,Fast Food,HSR Layout,3.5,2000,No,Yes,1486,6112591688,70 HSR Layout Bangalore
Thai Paradise,Korean,Brigade Road,3.7,1000,Yes,Yes,2328,6472788808,31 Indiranagar Bangalore
Ice Cream Parlor,Korean,MG Road,4.9,300,No,Yes,4223,2852914177,75 Whitefield Bangalore
Golden Dragon,French,HSR Layout,4.2,500,No,Yes,2135,73441123,4 Electronic City Bangalore
Fried Chicken Co,Mediterranean,MG Road,3.3,300,No,No,3851,5641460436,63 Indiranagar Bangalore
Mexican Fiesta,Korean,Indiranagar,5.0,500,Yes,No,690,3718301784,4 HSR Layout Bangalore
BBQ Junction,Japanese,HSR Layout,4.7,2000,Yes,No,2971,1300402293,90 Koramangala Bangalore
Vegan Heaven,Italian,Koramangala,4.2,1000,No,No,2401,8476302949,20 Indiranagar Bangalore
Pizza Express,Italian,Whitefield,3.6,700,No,No,4690,7165684633,50 BTM Layout Bangalore
Thai Paradise,Japanese,Koramangala,4.8,1000,Yes,No,3506,8033051509,28 BTM Layout Bangalore
Fried Chicken Co,Mexican,Marathahalli,3.3,1500,Yes,Yes,3998,9658646939,4 Electronic City Bangalore
Pizza Express,Korean,Brigade Road,3.2,300,Yes,No,3179,619098079,53 Electronic City Bangalore
Ice Cream Parlor,Continental,Koramangala,4.1,1000,No,No,2857,9080891785,9 JP Nagar Bangalore
Seafood Shack,Mediterranean,Whitefield,3.5,300,No,Yes,3805,1739646691,93 Koramangala Bangalore
Seafood Shack,French,JP Nagar,3.2,500,Yes,No,1441,3580392277,97 BTM Layout Bangalore
Golden Dragon,Mexican,Marathahalli,4.9,1500,No,Yes,1330,5668246533,93 HSR Layout Bangalore
Steak House,French,Electronic City,3.8,1000,Yes,No,4386,1865024442,87 BTM Layout Bangalore
Sushi House,Indian,Brigade Road,4.9,1000,Yes,No,4193,1975368651,74 MG Road Bangalore
Fried Chicken Co,Mexican,Koramangala,3.8,1000,No,Yes,4359,3221958209,32 MG Road Bangalore
Seafood Shack,Fast Food,Brigade Road,4.0,1500,Yes,No,319,7026949806,52 Marathahalli Bangalore
Mediterranean Delight,American,Whitefield,4.2,1500,No,No,1094,4268411398,44 HSR Layout Bangalore
BBQ Junction,Fast Food,Indiranagar,3.1,700,Yes,Yes,461,6374619124,25 Marathahalli Bangalore
Seafood Shack,Fast Food,Indiranagar,4.6,1000,Yes,Yes,2566,4068812864,75 JP Nagar Bangalore
Italian Bistro,Indian,HSR Layout,4.6,2000,No,No,1519,9739685509,7 BTM Layout Bangalore
Mexican Fiesta,Continental,HSR Layout,3.7,2000,No,Yes,2855,4824477055,37 MG Road Bangalore
Sushi House,Thai,Electronic City,3.6,2000,Yes,Yes,1531,28566158,17 MG Road Bangalore
Coffee Corner,Thai,Marathahalli,3.0,500,No,No,1212,1465081236,74 Indiranagar Bangalore
Noodle Bar,Mexican,Koramangala,3.1,1500,Yes,No,3732,4604741397,18 HSR Layout Bangalore
Steak House,French,MG Road,4.1,2000,Yes,No,1601,6843308802,9 HSR Layout Bangalore
Italian Bistro,French,Brigade Road,3.7,1500,No,Yes,3572,4269142138,20 Marathahalli Bangalore
Golden Dragon,Italian,JP Nagar,4.1,1000,Yes,Yes,4575,2204766306,75 Indiranagar Bangalore
Pizza Express,French,Brigade Road,4.7,1500,Yes,No,2806,6039125257,72 MG Road Bangalore
BBQ Junction,Chinese,Marathahalli,4.0,300,No,No,1090,3687004187,95 Indiranagar Bangalore
Seafood Shack,French,MG Road,3.9,700,Yes,No,1054,1793408491,55 Koramangala Bangalore
Curry House,Italian,Whitefield,3.2,500,Yes,Yes,1774,5816415334,40 Marathahalli Bangalore
Noodle Bar,Continental,HSR Layout,3.1,500,No,No,2006,5065315879,7 Brigade Road Bangalore
Burger Palace,Thai,Indiranagar,3.1,1500,Yes,No,1537,2312389123,68 Whitefield Bangalore
Noodle Bar,Mediterranean,JP Nagar,3.6,500,No,Yes,749,3554481582,72 JP Nagar Bangalore
Coffee Corner,Thai,Brigade Road,3.2,300,No,No,1532,5201992078,31 Marathahalli Bangalore
Burger Palace,French,JP Nagar,3.6,2000,Yes,No,243,3608047755,93 Indiranagar Bangalore
Seafood Shack,Italian,Koramangala,4.7,700,No,Yes,279,2572917947,80 Brigade Road Bangalore
Mexican Fiesta,Mediterranean,Whitefield,4.0,2000,No,Yes,3219,7627374821,90 Electronic City Bangalore
Thai Paradise,Italian,HSR Layout,3.3,1000,No,Yes,3626,7109148763,7 JP Nagar Bangalore
Coffee Corner,American,Marathahalli,4.3,700,Yes,No,1945,7779584362,85 JP Nagar Bangalore
Burger Palace,Thai,JP Nagar,3.8,300,No,Yes,1719,8862975372,14 Electronic City Bangalore
Burger Palace,Mediterranean,Koramangala,3.6,1000,No,No,3737,5000217083,45 HSR Layout Bangalore
Seafood Shack,Italian,Indiranagar,3.7,2000,Yes,No,50,2647633787,51 Brigade Road Bangalore
Italian Bistro,French,BTM Layout,4.9,1000,Yes,Yes,381,5753380132,13 JP Nagar Bangalore
Ice Cream Parlor,Chinese,Marathahalli,3.5,300,Yes,Yes,4280,7661252885,11 Whitefield Bangalore
Steak House,Korean,Electronic City,3.6,500,No,Yes,3662,5729356797,40 Whitefield Bangalore
Vegan Heaven,French,Brigade Road,4.7,1500,Yes,Yes,257,2323589966,67 Koramangala Bangalore
Mediterranean Delight,Mediterranean,Whitefield,4.3,1000,No,No,1776,5855722775,93 BTM Layout Bangalore
Vegan Heaven,Italian,Brigade Road,4.2,300,No,Yes,1291,124882718,58 HSR Layout Bangalore
Spice Garden,Chinese,Koramangala,4.2,1000,Yes,No,2627,908151448,74 Indiranagar Bangalore
Fried Chicken Co,Indian,MG Road,4.6,2000,No,Yes,4741,2359006049,61 HSR Layout Bangalore
Mexican Fiesta,French,MG Road,4.2,300,No,No,1026,7174171315,43 Electronic City Bangalore
Ice Cream Parlor,Korean,Whitefield,4.9,1500,No,No,4068,6886438591,39 JP Nagar Bangalore
Mexican Fiesta,Indian,MG Road,4.5,500,No,Yes,1658,2870583819,83 Koramangala Bangalore
Noodle Bar,Korean,Indiranagar,4.5,300,Yes,Yes,1409,9441568448,92 Koramangala Bangalore
Taco Bell,Mexican,Electronic City,4.5,1000,No,No,4793,4335129694,42 MG Road Bangalore
Ice Cream Parlor,Chinese,Koramangala,4.9,500,Yes,Yes,3554,4420163923,69 Koramangala Bangalore
Mexican Fiesta,Japanese,Marathahalli,4.6,1000,No,No,4077,256284664,35 Indiranagar Bangalore
Fried Chicken Co,Chinese,MG Road,4.5,1000,No,No,2923,9722489676,56 Marathahalli Bangalore
Spice Garden,French,Indiranagar,4.5,500,No,Yes,814,7059941769,7 JP Nagar Bangalore
Burger Palace,Chinese,Whitefield,4.0,1500,No,No,2177,2771965013,34 Indiranagar Bangalore
Mexican Fiesta,Japanese,MG Road,3.7,500,Yes,No,3363,4682555098,46 Whitefield Bangalore
Mediterranean Delight,Mediterranean,Koramangala,3.1,700,Yes,No,2736,4908366643,16 JP Nagar Bangalore
Noodle Bar,Thai,Whitefield,3.9,1500,Yes,No,2703,5186719378,50 Whitefield Bangalore
Sushi House,Chinese,Whitefield,3.2,1000,No,Yes,2961,5845381055,57 MG Road Bangalore
Noodle Bar,Indian,Brigade Road,3.9,1000,No,No,3765,9553063838,74 BTM Layout Bangalore
Vegan Heaven,Thai,Koramangala,4.2,300,No,No,2860,4069703344,9 HSR Layout Bangalore
Mexican Fiesta,Continental,MG Road,4.3,300,Yes,Yes,3487,2009679200,28 Electronic City Bangalore
Burger Palace,American,Electronic City,3.1,2000,No,Yes,4651,8740199897,62 HSR Layout Bangalore
Noodle Bar,Chinese,Marathahalli,3.8,300,Yes,No,433,5118896331,10 Whitefield Bangalore
Golden Dragon,Indian,Indiranagar,4.2,500,Yes,No,1151,9052197868,40 Koramangala Bangalore
Ice Cream Parlor,French,HSR Layout,3.1,500,No,Yes,4847,7273151603,26 BTM Layout Bangalore
Mexican Fiesta,Italian,Brigade Road,5.0,500,Yes,Yes,2240,8608556113,27 Whitefield Bangalore
Golden Dragon,Thai,Marathahalli,4.9,500,No,No,583,4174155457,67 JP Nagar Bangalore
Fried Chicken Co,Thai,Brigade Road,3.0,700,Yes,No,1578,5561290722,36 HSR Layout Bangalore
Curry House,Mediterranean,JP Nagar,4.9,500,No,No,371,6303453633,21 Marathahalli Bangalore
BBQ Junction,Indian,JP Nagar,4.4,1500,Yes,No,1295,7094021134,16 Whitefield Bangalore
Italian Bistro,Fast Food,MG Road,3.8,2000,No,Yes,140,5259782199,31 Indiranagar Bangalore
Vegan Heaven,Continental,MG Road,4.8,300,No,No,1171,4362745368,17 Marathahalli Bangalore
Italian Bistro,American,JP Nagar,4.5,700,No,Yes,2509,4806002488,30 Electronic City Bangalore
Thai Paradise,Mexican,BTM Layout,4.5,700,No,Yes,2440,1320021194,76 MG Road Bangalore
Curry House,Japanese,BTM Layout,4.6,300,Yes,No,4636,2841276380,95 HSR Layout Bangalore
Steak House,Fast Food,HSR Layout,3.2,300,Yes,Yes,1860,2427292703,93 Electronic City Bangalore
Taco Bell,Japanese,Electronic City,4.3,700,No,Yes,2454,9640601787,68 Koramangala Bangalore
Golden Dragon,Mediterranean,JP Nagar,4.9,1000,Yes,Yes,2243,3678493693,7 BTM Layout Bangalore
Golden Dragon,Thai,Electronic City,3.4,1500,Yes,Yes,1452,8764068272,98 Indiranagar Bangalore
Bakery Sweet,Japanese,MG Road,4.1,300,Yes,No,1479,671183088,65 MG Road Bangalore
Mexican Fiesta,Fast Food,HSR Layout,4.1,300,Yes,No,763,1286947366,8 Electronic City Bangalore
BBQ Junction,Continental,Marathahalli,3.8,500,No,Yes,1507,1333264346,25 Marathahalli Bangalore
Noodle Bar,American,Marathahalli,4.2,700,Yes,Yes,3249,6467744755,23 Brigade Road Bangalore
Curry House,Japanese,Electronic City,3.5,1000,Yes,No,3682,8167790176,9 Indiranagar Bangalore
Noodle Bar,Indian,MG Road,3.5,700,No,Yes,2654,3114057276,22 Whitefield Bangalore
Noodle Bar,French,JP Nagar,4.0,2000,No,No,1131,3857111704,26 Whitefield Bangalore
Spice Garden,Korean,Electronic City,3.7,700,Yes,Yes,1857,7577624102,87 Whitefield Bangalore
Spice Garden,Continental,Electronic City,3.3,700,No,Yes,3206,748753514,67 MG Road Bangalore
Pizza Express,Mexican,Brigade Road,3.2,1500,Yes,Yes,2664,8178270940,84 JP Nagar Bangalore
BBQ Junction,Korean,HSR Layout,4.6,1500,No,No,4652,257475021,78 Whitefield Bangalore
Spice Garden,Mediterranean,JP Nagar,4.7,500,Yes,No,2036,2228100561,80 MG Road Bangalore
Steak House,Thai,Marathahalli,4.1,700,No,No,4104,5996708830,38 JP Nagar Bangalore
Curry House,French,HSR Layout,4.9,2000,No,No,3536,7091047953,21 Whitefield Bangalore
Steak House,Italian,Marathahalli,4.3,2000,No,No,3452,2542631903,78 Brigade Road Bangalore
Italian Bistro,Italian,MG Road,4.3,300,Yes,Yes,3058,5753036178,74 BTM Layout Bangalore
Burger Palace,Japanese,BTM Layout,4.0,2000,Yes,No,3002,3129439911,5 JP Nagar Bangalore
Ice Cream Parlor,Indian,MG Road,5.0,300,Yes,Yes,1823,7191430738,90 Brigade Road Bangalore
